doc_id,chunk_id,title,text,source,source_split,topic,question_id,original_hotpotqa_id,paragraph_index,is_gold_evidence,source_system,s2_corpus_role
hotpotqa_mini_0003_doc_06,hotpotqa_mini_0003_chunk_06,For Against,"For Against is a United States post-punk/dream pop band from Lincoln, Nebraska. Despite numerous lineup shuffles and some periods of dormancy, the band has produced material steadily from its 1984 inception to the present.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0003,5a8db19d5542994ba4e3dd00,6,True,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0003_doc_07,hotpotqa_mini_0003_chunk_07,Ophur,"Ophur was a rock band from the Chicago suburbs in DuPage County. The band performed in the midwestern United States over the course of seven years with national acts including The Plain White T's, Sum 41, Violent Femmes, Local H, Lucky Boys Confusion, Veruca Salt, Two Skinee J's, Duvall, Sleeping at Last, and others. Their music has been described as an eclectic amalgamation of U2, Red Hot Chili Peppers, and Pink Floyd.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0003,5a8db19d5542994ba4e3dd00,7,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0003_doc_08,hotpotqa_mini_0003_chunk_08,Suffrajett,"Suffrajett is a United States rock band from New York City, currently based in Chicago, Illinois, composed of singer/violinist Simi Sernaker, guitarist Jason Chasko, bassist Kevin Roberts, and drummer Danny Severson. Suffrajett has toured with Local H, The Last Vegas, and Bob Schneider, and have opened for the reunited MC5. Suffrajett released their self-titled debut album on February 2, 2003, and their latest album ""Black Glitter"" was released on January 1, 2007. They recently toured with Juliette and the Licks and Scissors for Lefty.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0003,5a8db19d5542994ba4e3dd00,8,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0003_doc_09,hotpotqa_mini_0003_chunk_09,Hallelujah! I'm a Bum (album),"Hallelujah! I'm A Bum is the seventh studio album by Chicago-based rock band Local H. Interviews with the band have revealed that it is a concept album based on politics in the United States. Although the album was completed in spring of 2012, the band chose to release it in September as to be closer to the 2012 presidential election. The album makes frequent use of the sounds of the El Train in Chicago to transition songs.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0003,5a8db19d5542994ba4e3dd00,9,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0004_doc_00,hotpotqa_mini_0004_chunk_00,"North Kansas City, Missouri","North Kansas City is a city in Clay County, Missouri, United States that despite the similarity in name to its larger counterpart, Kansas City, is an independent municipality part of the Kansas City metropolitan area. The population was 4,208 at the 2010 census. Originally a northern suburb across the Missouri River from Kansas City, Missouri, it is now almost completely surrounded by Kansas City, which has annexed far to the north of North Kansas City's northern city limits. North Kansas City also adjoins the small municipality of Avondale.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0004,5a7166395542994082a3e814,0,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0004_doc_01,hotpotqa_mini_0004_chunk_01,University of Missouri–Kansas City,"The University of Missouri–Kansas City (UMKC) is a public research university serving the greater Kansas City metropolitan area. Located in Kansas City, Missouri, UMKC is one of four system campuses that collectively constitute the University of Missouri. UMKC is spread across multiple locales; the main Volker Campus, home to the majority of university operations, is located in Kansas City's Rockhill neighborhood, east of the Country Club Plaza, and adjacent to both the Stowers Institute for Medical Research and the world-renowned Linda Hall Library. In 2017 the University, in collaboration with Truman Medical Center, Children's Mercy Hospital, the Missouri Health Department, the Jackson County Medical Examiners Office, and the Missouri Department of Mental Health Behavioral Medicine, formed the UMKC Health Sciences District on Hospital Hill. This district is a first-in-the-nation partnership between local and state governments, the university, and these nationally recognized healthcare faculties, designed to promote collaboration in research, innovation, education, grant funding, and community outreach, for the advancement of health and wellness in the greater Kansas City metropolitan area. Also in 2017, the university announced plans to expand its metropolitan identity with the construction of a downtown Campus for the Arts, located near the Kauffman Center for the Performing Arts. The university's enrollment as of 2015 exceeded more than 16,600 students.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0004,5a7166395542994082a3e814,1,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0004_doc_02,hotpotqa_mini_0004_chunk_02,Kansas City jazz,"Kansas City jazz is a style of jazz that developed in Kansas City, Kansas and Kansas City, Missouri and the surrounding Kansas City Metropolitan Area during the 1930s and marked the transition from the structured big band style to the musical improvisation style of Bebop. The hard-swinging, bluesy transition style is bracketed by Count Basie who in 1929 signed with the Bennie Moten's Kansas City Orchestra and Kansas City native Charlie Parker who was to usher in the Bebop style in the 1940s. According to a Kansas City website, ""While New Orleans was the birthplace of jazz, America's music grew up in Kansas City"". Kansas City is known as one of the most popular ""cradles of jazz"". Other cities include New Orleans, Chicago, St. Louis, Pittsburgh, Philadelphia, and New York City.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0004,5a7166395542994082a3e814,2,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0004_doc_03,hotpotqa_mini_0004_chunk_03,Kansas City Scout,"Kansas City Scout is one of the United States' largest electronic traffic management systems. It was created in 2000 as part of a bi-state initiative between the Missouri Department of Transportation and the Kansas Department of Transportation to provide this system for the Kansas City Metropolitan Area, which is in both Missouri and Kansas (the anchor city of Kansas City is in Missouri). The project's cost was $43 million. Of that amount, the Federal Highway Administration (FHWA) contributed 80-90 percent of the project cost. KDOT and MoDOT shared the remaining cost. The system employs a system of electronic boards placed on major highways throughout the metropolitan area that display traffic information whenever information needs to be displayed (due to an accident, lane closure, highway closure etc.), and the system also has cameras on those billboards to automatically detect traffic problems. While the system has extensive coverage of highways in the Kansas City Metropolitan Area it still has much more to cover. Since it would be too expensive to cover all the major highways in the Kansas City metro (which has more miles of highway per person than any other metropolitan area in the United States), studies were conducted to determine which highways or segments of highways have priority due to higher accident rates. Since the project's beginning, it has expanded greatly, and will continue to expand. Future plans are to extend coverage to I-635 and cover I-435 even more (especially in the northern areas of the metro) as well as other major city highways. It was named after the iconic Kansas City Scout Statue that exists in Penn Valley Park, overlooking Downtown Kansas City.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0004,5a7166395542994082a3e814,3,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0004_doc_04,hotpotqa_mini_0004_chunk_04,Kansas Song,Kansas Song (We’re From Kansas) is a fight song of the University of Kansas.,hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0004,5a7166395542994082a3e814,4,True,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0004_doc_05,hotpotqa_mini_0004_chunk_05,Downtown Kansas City,"Downtown Kansas City is the central business district (CBD) of Kansas City, Missouri and the Kansas City metropolitan area. It is between the Missouri River in the north, to 31st Street in the south; and from the Kansas–Missouri state line east to Bruce R. Watkins Drive as defined by the Downtown Council of Kansas City; the 2010 Greater Downtown Area Plan formulated by the City of Kansas City defines the Greater Downtown Area to be the city limits of North Kansas City and Missouri to the north, the Kansas–Missouri state line to the west, 31st Street to the south and Woodland Avenue to the east. However, the definition used by the Downtown Council is the most commonly accepted.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0004,5a7166395542994082a3e814,5,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0004_doc_06,hotpotqa_mini_0004_chunk_06,Kansas City metropolitan area,"The Kansas City metropolitan area is a 15-county metropolitan area anchored by Kansas City, Missouri, that straddles the border between the U.S. states of Missouri and Kansas. With a population of about 2,340,000, it ranks as the second largest metropolitan area with its core in Missouri (after Greater St. Louis). Alongside Kansas City, the area includes a number of other cities and suburbs, the largest being Overland Park, Kansas; Kansas City, Kansas; Olathe, Kansas; and Independence, Missouri; each over 100,000 in population. The Mid-America Regional Council (MARC) serves as the Council of Governments and the Metropolitan Planning Organization for the area.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0004,5a7166395542994082a3e814,6,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0004_doc_07,hotpotqa_mini_0004_chunk_07,University of the Incarnate Word,"The University of the Incarnate Word (UIW) is a private Catholic university whose main campus is located in San Antonio and Alamo Heights, Texas, United States. Founded in 1881 by the Sisters of Charity of the Incarnate Word, the university's main campus is located on 154 acre .",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0004,5a7166395542994082a3e814,7,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0004_doc_08,hotpotqa_mini_0004_chunk_08,History of the Kansas City metropolitan area,"The history of the Kansas City metropolitan area begins in the 19th century as Frenchmen from St. Louis, Missouri moved up the Missouri River to trap for furs and trade with the Native Americans. The Kansas City metropolitan area, straddling the border between Missouri and Kansas at the confluence of the Kansas and Missouri Rivers, was a strategic point for commerce and security. Kansas City, Missouri was founded in 1838 and defeated its rival Westport to become the predominant city west of St. Louis. The area played a major role in the westward expansion of the United States. The Santa Fe, and Oregon trails ran through the area. In 1854, when Kansas was opened to Euro-American settlement, the Missouri-Kansas border became the first battlefield in the conflict in the American Civil War.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0004,5a7166395542994082a3e814,8,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0004_doc_09,hotpotqa_mini_0004_chunk_09,University of Kansas,"The University of Kansas, often referred to as KU or Kansas, is a public research university in the U.S. state of Kansas. The main campus in Lawrence, one of the largest college towns in Kansas, is on Mount Oread, the highest elevation in Lawrence. Two branch campuses are in the Kansas City metropolitan area: the Edwards Campus in Overland Park, and the university's medical school and hospital in Kansas City. There are also educational and research sites in Parsons, Topeka, Garden City, Hays, and Leavenworth, and branches of the medical school in Wichita and Salina. The university is one of the 62 members of the Association of American Universities.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0004,5a7166395542994082a3e814,9,True,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0005_doc_00,hotpotqa_mini_0005_chunk_00,Real estate benchmarking,"Real estate benchmarking is the standard of measurement used to analyze the financial characteristics of a real estate investment property. In the general sense, real estate benchmarking refers to the comparison of potential real estate investment properties against a predetermined framework of measurement. In a narrow sense, the term real estate benchmarking refers to the specific real estate indicators used to measure the real estate properties.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0005,5ab56e32554299637185c594,0,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0005_doc_01,hotpotqa_mini_0005_chunk_01,"Hounsfield Heights/Briar Hill, Calgary","Hounsfield Heights/Briar Hill is an inner suburban neighbourhood in northwest Calgary, Alberta, Canada. Located north of the Hillhurst and West Hillhurst communities, the boundaries of the district are 16th Avenue N (Trans-Canada Highway)to the north; 14th Street W to the east; Lane north of 7th Avenue N to 19th Street W and 8th Avenue N to the south; and Crowchild Trail, 12th Avenue N, Juniper Road, and 22nd Street W to the west. Lions Park C-Train station is located within the community. The community is built on an escarpment and is popular for its views of downtown to the south and the Rocky Mountains to the west.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0005,5ab56e32554299637185c594,1,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0005_doc_02,hotpotqa_mini_0005_chunk_02,Villard (imprint),"Villard, also known as Villard Books, is a publishing imprint of Random House, one of the largest publishing companies in the world. It was founded in 1983. Villard began as an independent imprint of Random House and is currently a sub-imprint of Ballantine Books, itself an imprint of Random House. It was named after a Stanford White brownstone mansion on Madison Avenue that was the home of Random House for twenty years.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0005,5ab56e32554299637185c594,2,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0005_doc_03,hotpotqa_mini_0005_chunk_03,888 7th Avenue,"888 7th Avenue is a 628 ft (191m) tall modern-style office skyscraper in Midtown Manhattan which was completed in 1969 and has 46 floors. Emery Roth & Sons designed the building, which is tied with Central Park Place for the 65th tallest building in New York City. It currently carries the Vornado Realty Trust corporate headquarters. Previously known as the Arlen Building, its namesake being the company responsible for its construction, Arlen Realty & Development Corporation. The Red Eye Grill is located in the building at street level.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0005,5ab56e32554299637185c594,3,True,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0005_doc_04,hotpotqa_mini_0005_chunk_04,Random House Tower,"The Random House Tower, also known as the Park Imperial Apartments, is a 52-story mixed-use tower in New York City, United States, that is used as the headquarters of book publisher Random House and a luxury apartment complex. The book publisher entrance is on Broadway and goes up to 27 floors, while the apartment complex entrance is on West 56th Street.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0005,5ab56e32554299637185c594,4,True,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0005_doc_05,hotpotqa_mini_0005_chunk_05,Pershing Square Capital Management,"Pershing Square Capital Management is an American hedge fund management company founded and run by Bill Ackman, located at 888 7th Avenue in New York.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0005,5ab56e32554299637185c594,5,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0005_doc_06,hotpotqa_mini_0005_chunk_06,Carl B. Stokes United States Courthouse,"The Carl B. Stokes Federal Court House Building is a skyscraper located in downtown Cleveland, Ohio. It is also known as the Carl B. Stokes Federal Court House Tower, Federal Court House Tower, and the Stokes Tower. The 23-story building is 430 ft tall and is located at the corner of Huron Road and Superior Avenue. It is currently the fourth tallest United States courthouse in the country.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0005,5ab56e32554299637185c594,6,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0005_doc_07,hotpotqa_mini_0005_chunk_07,Real estate technology,"Real Estate Technology or Property Technology, often referred to as (""RE Tech"") or (""Proptech""), is an economic industry composed of companies which use technology to make real estate transactions more efficient. Real estate technology is a sub-category under financial technology as real estate is an asset class which represents a significant investment. Besides for own stay, there are investors who generate income and capital gains by investing in different categories of Real Estate properties over time - They are broadly residential, commercial and industrial. Historically used as a more tactical investment or for providing portfolio alpha, real estate has been used as part of a long-term core strategy due to increased market efficiency and increasing concerns about the future long-term variability of stock and bond returns. In fact, real estate is known for its ability to serve as a portfolio diversifier and inflation hedge.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0005,5ab56e32554299637185c594,7,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0005_doc_08,hotpotqa_mini_0005_chunk_08,Loan modification in the United States,"Loan modification is the systematic alteration of mortgage loan agreements that help those having problems making the payments by reducing interest rates, monthly payments or principal balances. Lending institutions could make one or more of these changes to relieve financial pressure on borrowers to prevent the condition of foreclosure. Loan modifications have been practiced in the United States since The 2008 Crash Of The Housing Market from Washington Mutual, Chase Home Finance, Chase, JP Morgan & Chase, other contributors like MER's. Crimes of Mortgage ad Real Estate Staff had long assisted nd finally the squeaky will could not continue as their deviant practices broke the state and crashed. Modification owners either ordered by The United States Department of Housing, The United States IRS or President Obamas letters from Note Holders came to those various departments asking for the Democratic process to help them keep their homes and protection them from explosion. Thus the birth of Modifications. It is yet to date for clarity how theses enforcements came into existence and except b whom, but t is certain that note holders form the Midwest reached out in the Democratic Process for assistance. FBI Mortgage Fraud Department came into existence. Modifications HMAP HARP were also birthed to help note holders get Justice through reduced mortgage by making terms legal. Modification of mortgage terms was introduced by IRS staff addressing the crisis called the HAMP TEAMS that went across the United States desiring the new products to assist homeowners that were victims of predatory lending practices, unethical staff, brokers, attorneys and lenders that contributed to the crash. Modification were a fix to the crash as litigation has ensued as the lenders reorganized and renamed the lending institutions and government agencies are to closely monitor them. Prior to modifications loan holders that experiences crisis would use Loan assumptions and Loan transfers to keep the note in the 1930s. During the Great Depression, loan transfers, loan assumption, and loan bail out programs took place at the state level in an effort to reduce levels of loan foreclosures while the Federal Bureau of Investigation, Federal Trade Commission, Comptroller, the United States Government and State Government responded to lending institution violations of law in these arenas by setting public court records that are legal precedence of such illegal actions. The legal precedents and reporting agencies were created to address the violations of laws to consumers while the Modifications were created to assist the consumers that are victims of predatory lending practices. During the so-called ""Great Recession"" of the early 21st century, loan modification became a matter of national policy, with various actions taken to alter mortgage loan terms to prevent further economic destabilization. Due to absorbent personal profits nothing has been done to educate Homeowners or Creditors that this money from equity, escrow is truly theirs the Loan Note Holder and it is their monetary rights as the real prize and reason for the Housing Crash was the profit n obtaining the mortgage holders Escrow. The Escrow and Equity that is accursed form the Note Holders payments various staff through the United States claimed as recorded and cashed by all staff in real-estate from local residential Tax Assessing Staff, Real Estate Staff, Ordinance Staff, Police Staff, Brokers, attorneys, lending institutional staff but typically Attorneys who are also typically the owners or Rental properties that are trained through Bankruptcies'. that collect the Escrow that is rightfully the Homeowners but because most Homeowners are unaware of what money is due them and how they can loose their escrow. Most Creditors are unaware that as the note holder that the Note Holder are due a annual or semi annual equity check and again bank or other lending and or legal intuitions staff claim this monies instead. This money Note Holders were unaware of is the prize of real estate and the cause of the Real Estate Crash of 2008 where Lending Institutions provided mortgages to people years prior they know they would eventually loose with Loan holders purchasing Balloon Mortgages lending product that is designed to make fast money off the note holder whom is always typically unaware of their escrow, equity and that are further victimized by conferences and books on HOW TO MAKE MONEY IN REAL STATE - when in fact the money is the Note Holder. The key of the crash was not the House, but the loan product used and the interest and money that was accrued form the note holders that staff too immorally. The immoral and illegal actions of predatory lending station and their staff began with the inception of balloon mortgages although illegal activity has always existed in the arena, yet the crash created ""Watch Dog"" like HAMP TEAM, IRS, COMPTROLLER< Federal Trade Commission Consumer Protection Bureau, FBI, CIA, Local Police Department, ICE ( The FBI online Computer crime division receives and investigates computer crimes that record keeping staff from title companies, lending institutional staff, legal staff and others created fraudulent documents to change payments and billing of note holders to obtain the money note holders are typically unaware of) and other watch dog agencies came into existence to examine if houses were purchased through a processed check at Government Debited office as many obtained free homes illegally. Many were incarcerated for such illegal actions. Modifications fixed the Notes to proper lower interest, escrow, tax fees that staff typically raised for no reason. Many people from various arenas involved in reals estate have been incarcerated for these actions as well as other illegal actions like charging for a modification. Additionally Modifications were also made to address the falsifications such as inappropriate mortgage charges, filing of fraudulently deeds, reporting of and at times filing of fraudulent mortgages that were already paid off that were fraudulently continued by lenders staff and attorneys or brokers or anyone in the Real Estate Chain through the issues of real estate terms to continue to violate United States Laws, contract law and legal precedence where collusion was often done again to defraud and steal from the Note Holder was such a common practice that was evidence as to why the Mortgage Crash in 2008 occurred for the purpose of wining the prize of stealing form Homeowners and those that foreclosed was actually often purposefully for these monies note holders were unaware of to be obtained which was why Balloon mortgages and loans were given to the staff in the Real Estate Market with the hoper and the expectation that the loan holders would default as it offered opportunity to commit illegal transactions of obtaining the homeowners funds. While such scams were addressed through modifications in 2008. The Market relied heavily on Consumers ignorance to prosper, ignorance of real estate terms, ignorance on what they were to be charged properly for unethical financial gain and while staff in real estates lending arenas mingled terms to deceive y deliberate confusion consumers out of cash and homes while the USA Government provided Justice through President Obamas Inception and IRS Inception of Modifications which addressed these unethical profits in Reals Estate. It was in 2009 that HARP, HAMP and Modifications were introduced to stop the victimization of Note Holders. Taking on the Banks that ran USA Government was a great and dangerous undertaking that made America Great Again as Justice for Consumers reigned. Legal action taken against institutions that have such business practices can be viewed in State Code of Law and Federal Law on precedent cases that are available to the public. Finally, It had been unlawful to be charged by an attorney to modify as well as fro banking staff to modify terms to increase a mortgage and or change lending product to a balloon in an concerted effort to make homeowner foreclose which is also illegal, computer fraud and not the governments intended purpose or definition of a modification.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0005,5ab56e32554299637185c594,8,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0005_doc_09,hotpotqa_mini_0005_chunk_09,South Phoenix,"South Phoenix is a region of Phoenix, Arizona, with the boundaries of the Gila River Indian Community to the south and west, 48th Street or Interstate-10 (Phoenix/Tempe and Phoenix/Chandler borders) to the east, and the Salt River to the north. This area includes Phoenix's following Urban Villages: South Mountain Village (aka South Mountain District) along with Laveen Village and Ahwatukee Village. The area is sometimes simply referred to as ""the Southside"" by its residents. Major arterial east-west streets include Broadway Road, Southern Avenue, Baseline Road, Dobbins Road, Elliott Road, Warner Road, Chandler Boulevard, and Pecos Road, most of which connect South Phoenix with the suburbs of Tempe and Chandler. Major arterial south-north streets include 24th Street, 16th Street, 7th Street, Central Avenue, 7th Avenue, and 19th Avenue connecting South Mountain Village to Central and North Phoenix; 27th Avenue, 35th Avenue, 43rd Avenue, 51st Avenue, 59th Avenue, 67th Avenue, and 75th Avenue connecting Laveen to west Phoenix; and 32nd Street, 40th Street, and 48th Street connecting South Mountain Village to east Phoenix and Tempe.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0005,5ab56e32554299637185c594,9,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0006_doc_00,hotpotqa_mini_0006_chunk_00,Fishing Lake,"Fishing Lake is a lake in the Canadian province of Saskatchewan. The lake is located between highway 5 and highway 16, 22 km north of the town of Foam Lake, Saskatchewan, and 24 km east of the town of Wadena, Saskatchewan. The lake does not have an effective outlet channel, and so is prone to flooding. Record floods in 2007 resulted in a plan by the Government of Saskatchewan to lower the level of the lake by digging a drainage channel. The Fishing Lake First Nation opposed this plan, and instead flood control berms were constructed.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0006,5a75e05c55429976ec32bc5f,0,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0006_doc_01,hotpotqa_mini_0006_chunk_01,Osage State Fishing Lake,"Osage State Fishing Lake is located in northern Osage County, Kansas. It is a mile east of US 75. Scranton, Kansas, is to the lake's northwest and Overbrook, Kansas, is to the northeast. Osage Lake is a freshwater man-made lake, constructed in 1955. It has a surface area of 140 acres, The parkland in which the lake is contained has 366 acreas of land, mostly tall grass prairie with numerous wooded areas. The lake is owned by the State of Kansas.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0006,5a75e05c55429976ec32bc5f,1,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0006_doc_02,hotpotqa_mini_0006_chunk_02,Brown State Fishing Lake,"Brown State Fishing Lake (sometimes also known as Brown State Fishing Lake And Wildlife Area) is a protected area in Brown County, Kansas in the United States. The lake is 62 acres (0.25 km²) in area and up to 13 feet (4 m) deep. The area was formerly known as Brown County State Park, and is 8 miles (13 km) east of Hiawatha, Kansas.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0006,5a75e05c55429976ec32bc5f,2,True,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0006_doc_03,hotpotqa_mini_0006_chunk_03,Neosho State Fishing Lake,"Neosho State Fishing Lake, also known as Lake McKinley is located in the state of Kansas. Located 5 mi north on highway 59 and 4 mi east on 40th Rd from the city of Parsons, Kansas, USA. Construction of this lake was completed in 1927. The lake covers 92 acre of water. There are 124 public use acres surrounding the lake. Fishing, camping, and picnicking are popular activities. The park has a shelter house, fishing piers, picnic tables, barbecue grills, vault toilets and water hydrant. Below Lake McKinley dam is a catch and release youth fishing pond for anglers age 15 and under when with an accompanying adult. The lake is operated by the Kansas Department of Wildlife and Parks.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0006,5a75e05c55429976ec32bc5f,3,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0006_doc_04,hotpotqa_mini_0006_chunk_04,Narrow Hills Provincial Park,"Narrow Hills Provincial Park is provincial park in Saskatchewan, Canada. It contains a series of recreational facilities and a variety of lakes within its boundaries. These include the Gem Lakes, Lower Fishing Lake, Upper Fishing Lake and others.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0006,5a75e05c55429976ec32bc5f,4,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0006_doc_05,hotpotqa_mini_0006_chunk_05,Shawnee State Fishing Lake,"Shawnee State Fishing Lake is approximately eight miles northwest of Topeka, Kansas, and is in northern Shawnee County, Kansas. This lake is sometimes confused with Lake Shawnee, on the east side of Topeka. It is a 135 acre surface area lake with a maximum depth of 25 ft . This is a manmade freshwater lake, which was constructed in the late 1960s. The lake is widest at the dam, which is at the south end of the lake. It can be reached by a number of roads. The only asphalted road reaching it is on the southeast corner. To the north is 94th Street and on the west side is Humphrey Road.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0006,5a75e05c55429976ec32bc5f,5,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0006_doc_06,hotpotqa_mini_0006_chunk_06,"Higgins Lake, Michigan","Higgins Lake is a small unincorporated community along the southern and western shores of Higgins Lake, a recreational and fishing lake in Roscommon County, in the U.S. state of Michigan. Higgins Lake is the name of the post office for the area, with ZIP code 48627. This ZIP code includes several other small communities and locales along the shores of the lake, including (moving counter-clockwise around the lake) Hillcrest, Lyon Manor, Detroit Park, Cook Corner, Sharps Corner, Almeda Beach, Oak Grove, Ritz Corner, Pine Bluffs, and Cottage Grove. Since all have Higgins Lake as a postal address, they are often all considered as part of the Higgins Lake community. The lake is situated on the boundary between Lyon Township on the west and Gerrish Township on the east. US 127 passes on the west side of the lake while I-75 and M-18 both pass a few miles to the east. Houghton Lake is just a few miles to the south.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0006,5a75e05c55429976ec32bc5f,6,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0006_doc_07,hotpotqa_mini_0006_chunk_07,Higgins Lake,"Higgins Lake is a large recreational and fishing lake in Roscommon County, in the U.S. state of Michigan. The 9,900 acre (40 km²) lake is known for its deep, clear waters and is the 10th largest in Michigan with a shoreline of 21 mi . It is named after Sylvester Higgins, the first chief of the topographical department of the Michigan Geological Survey. It has a maximum width of 4 mi and a length of 7 mi with a maximum depth of 135 ft . The mean depth is 44 ft and the lake contains almost 20 billion cubic feet (570 million m³) of water. Its retention time is about 12.5 years. The lake's watershed covers 19,000 acres (77 km²). The twin-lobed lake receives half of its water from submerged springs, six percent from incoming streams, and the remainder from direct rainfall and runoff. It drains into Marl Lake by the Cut River which runs into Houghton Lake and eventually to Lake Michigan. A mile north of the lake, water flows into the Lake Huron watershed.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0006,5a75e05c55429976ec32bc5f,7,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0006_doc_08,hotpotqa_mini_0006_chunk_08,Commanda Lake,"Commanda Lake (or Lake Commanda) is a lake in central Ontario, Canada. Located on the border between Patterson Township and Pringle Township, in the Almaguin Highlands region of the District of Parry Sound, it is fed by Gee Creek, Commanda Creek and Beaudry Creek and is drained by the Restoule River. The Lake is shaped like the number ""3"", its middle spur is called Deep Bay. The lake is home to one permanent island, located off a point in its east. This is a mud bottom lake and its water is ""tea coloured."" On the north shore of the lake is the community of Restoule, but cottages line many of the shore lines. Lots of crown land also surrounds the lake shore making it a very peaceful lake for people of all ages to enjoy. This lake has one public boat launch towards the southern end of the lake accessible on Commanda Lake Road. The lake is located at an altitude of 222 m (729 ft) above sea level. The lake is home to the Northern pike, Walleye, Smallmouth bass and Largemouth bass species of fish. Ice gets thick in the winter making this lake an all year round fishing lake.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0006,5a75e05c55429976ec32bc5f,8,False,S1_hotpotqa_mini,shared_retrieval_corpus
